wordlist,countlist,maxlike,totallike,avelike
getripped,1,19,19,19
getshredded,1,19,19,19
getbig,1,19,19,19
back,1,19,19,19
cleaneating,1,19,19,19
health,1,19,19,19
fitness,1,19,19,19
lifting,1,19,19,19
wywx,1,42,42,42
thunderstorm,2,42,63,31
lightning,1,42,42,42
yeass,1,288,288,288
nightmade,1,288,288,288
inlove,1,288,288,288
wyomingskies,1,21,21,21
supercell,1,21,21,21
cheyennehomes,1,6,6,6
coldwellbanker,1,6,6,6
wyominghomewednesday,1,6,6,6
cbtpe,1,6,6,6
wyomingexplored,1,51,51,51
instanature,1,51,51,51
getoutstayout,1,51,51,51
naturelovers,1,51,51,51
gooutstayout,1,51,51,51
hbd,1,113,113,113
vegas,1,113,113,113
21,1,113,113,113
graduating,1,62,62,62
soproud,1,62,62,62
wakeboarding,1,60,60,60
getonmylevel,1,60,60,60
watersports,1,60,60,60
archetypeofthecore,1,1,1,1
varchetype,1,1,1,1
horses,1,16,16,16
cheyanne,1,16,16,16
bestfriends,1,16,16,16
theamericanwest,1,1,1,1
equalrights,1,1,1,1
boulder,1,52,52,52
mountains,1,52,52,52
coloradocameraclub,1,52,52,52
coloradotography,1,52,52,52
picoftheday,1,52,52,52
